system,r_A,pair,ML_g,ML_sem,DFT_validation_g,DFT_validation_sem,ML_minus_DFT_validation
Youshui,3.72500,O-H,1.401546869,0.01610071209,1.476758403,0.02235395763,-0.07521153429
Youshui,3.72500,O-O,0.7873946933,0.02480020646,1.041391323,0.03919937899,-0.2539966292
Youshui,3.73500,O-H,1.383671564,0.01604262284,1.490570353,0.02371653412,-0.1068987897
Youshui,3.73500,O-O,0.8323280548,0.0245752406,1.295843659,0.04125412062,-0.463515604
Youshui,3.74500,O-H,1.370364651,0.01584245655,1.467992976,0.02323810865,-0.09762832431
Youshui,3.74500,O-O,0.8775468032,0.02738663316,1.290345812,0.04443842773,-0.4127990089
Youshui,3.75500,O-H,1.380762954,0.01598075005,1.475773679,0.02155720963,-0.09501072519
Youshui,3.75500,O-O,0.9037500647,0.02741445724,1.232874004,0.04184512708,-0.3291239392
Youshui,3.76500,O-H,1.339574967,0.01624564364,1.473113479,0.02209683639,-0.1335385122
Youshui,3.76500,O-O,0.8966525999,0.02776182746,1.384344627,0.04450010437,-0.4876920272
Youshui,3.77500,O-H,1.386870681,0.0164578708,1.462577128,0.02319820784,-0.07570644722
Youshui,3.77500,O-O,0.9621614776,0.02680731173,1.297737096,0.04000971106,-0.3355756181
Youshui,3.78500,O-H,1.350725657,0.01561545981,1.486567965,0.02255504124,-0.1358423079
Youshui,3.78500,O-O,0.9897465147,0.02783866802,1.353150417,0.04173237913,-0.3634039023
Youshui,3.79500,O-H,1.338216801,0.0157226064,1.40378926,0.02230849262,-0.0655724581
Youshui,3.79500,O-O,1.026850528,0.02865399534,1.355662741,0.04360400059,-0.3288122129
Youshui,3.80500,O-H,1.349343835,0.01518570848,1.382925061,0.02247734616,-0.03358122613
Youshui,3.80500,O-O,1.050773677,0.02891169727,1.440274955,0.04536904687,-0.3895012778
Youshui,3.81500,O-H,1.307824012,0.01512262269,1.40555434,0.02190563234,-0.09773032775
Youshui,3.81500,O-O,1.125275213,0.02943639345,1.444991498,0.04447660569,-0.3197162857
Youshui,3.82500,O-H,1.33600311,0.0164077893,1.410233684,0.02089931714,-0.0742305746
Youshui,3.82500,O-O,1.121630476,0.02884450809,1.415769022,0.04271140312,-0.2941385462
Youshui,3.83500,O-H,1.341261266,0.01582571193,1.499204485,0.02159283837,-0.1579432184
Youshui,3.83500,O-O,1.087671973,0.02891441045,1.462305107,0.04483546484,-0.3746331342
Youshui,3.84500,O-H,1.321777886,0.01549850869,1.452099069,0.02121500662,-0.1303211833
Youshui,3.84500,O-O,1.129130171,0.02799816099,1.44130128,0.04458933794,-0.3121711091
Youshui,3.85500,O-H,1.331350138,0.01470752363,1.486318387,0.02117212035,-0.1549682486
Youshui,3.85500,O-O,1.152569985,0.02920335116,1.625900402,0.0450012536,-0.4733304179
Youshui,3.86500,O-H,1.3056206,0.01567091351,1.410950773,0.02142254459,-0.1053301729
Youshui,3.86500,O-O,1.263897416,0.03080989407,1.536556598,0.04518191491,-0.2726591818
Youshui,3.87500,O-H,1.317999824,0.01582076281,1.467111725,0.02244969322,-0.1491119007
Youshui,3.87500,O-O,1.261730792,0.03138881873,1.606520104,0.04388510784,-0.3447893119
Youshui,3.88500,O-H,1.345691967,0.0159455792,1.427205807,0.02144618262,-0.08151384023
Youshui,3.88500,O-O,1.26029069,0.030711944,1.619272841,0.04676090313,-0.3589821513
Youshui,3.89500,O-H,1.334018439,0.01519304356,1.417955,0.02137098094,-0.083936561
Youshui,3.89500,O-O,1.32914341,0.03012109342,1.641019411,0.04704517278,-0.3118760003
Youshui,3.90500,O-H,1.3059161,0.01500931667,1.43184336,0.02199971991,-0.1259272602
Youshui,3.90500,O-O,1.380861882,0.03114519921,1.680720326,0.04453305156,-0.2998584443
Youshui,3.91500,O-H,1.302577518,0.01470390576,1.405735426,0.02149280553,-0.1031579072
Youshui,3.91500,O-O,1.405765909,0.03086261754,1.679904616,0.04813540228,-0.2741387071
Youshui,3.92500,O-H,1.304652123,0.01526857383,1.420459179,0.02115549387,-0.1158070564
Youshui,3.92500,O-O,1.448764144,0.03160875123,1.66620891,0.04567707818,-0.2174447661
Youshui,3.93500,O-H,1.287292001,0.01512927807,1.381387554,0.02081227571,-0.09409555234
Youshui,3.93500,O-O,1.421029291,0.0307745263,1.655190782,0.0461506044,-0.2341614913
Youshui,3.94500,O-H,1.320405191,0.01566538778,1.41990291,0.02160000869,-0.0994977191
Youshui,3.94500,O-O,1.475366076,0.0316271122,1.79709902,0.04847432301,-0.3217329436
Youshui,3.95500,O-H,1.308250446,0.01474857009,1.387125156,0.01896268993,-0.07887470936
Youshui,3.95500,O-O,1.517309036,0.03224479922,1.681577768,0.04511452919,-0.1642687323
Youshui,3.96500,O-H,1.320081906,0.01479083116,1.395672222,0.02035460454,-0.07559031592
Youshui,3.96500,O-O,1.538737135,0.03295920205,1.739929751,0.04431105056,-0.201192616
Youshui,3.97500,O-H,1.303774411,0.01579279181,1.410298638,0.02080990191,-0.1065242274
Youshui,3.97500,O-O,1.513098315,0.03038294172,1.793910549,0.04648748184,-0.280812234
Youshui,3.98500,O-H,1.27883267,0.01495470203,1.431220255,0.02078667518,-0.1523875849
Youshui,3.98500,O-O,1.567872441,0.03317004346,1.72625338,0.04688710703,-0.1583809392
Youshui,3.99500,O-H,1.296969885,0.01509408071,1.409679682,0.0203578858,-0.1127097974
Youshui,3.99500,O-O,1.589351899,0.03300689094,1.846785328,0.04938808222,-0.2574334295
Youshui,4.00500,O-H,1.287659075,0.01457983416,1.382245602,0.01986119459,-0.09458652756
Youshui,4.00500,O-O,1.621452461,0.03184947381,1.810387738,0.04563392214,-0.1889352773
Youshui,4.01500,O-H,1.272935161,0.01425686859,1.311736378,0.02021286069,-0.03880121659
Youshui,4.01500,O-O,1.695742469,0.03419451133,1.811217745,0.04417801728,-0.1154752755
Youshui,4.02500,O-H,1.250396164,0.0147803195,1.381809471,0.0200010038,-0.1314133068
Youshui,4.02500,O-O,1.663145455,0.03232174936,1.774088377,0.04720129325,-0.1109429226
Youshui,4.03500,O-H,1.249970886,0.01458954282,1.367768484,0.02025090365,-0.1177975981
Youshui,4.03500,O-O,1.683652474,0.03356338399,1.76043597,0.04602887114,-0.0767834967
Youshui,4.04500,O-H,1.248715049,0.01471940132,1.326384203,0.02085521204,-0.0776691541
Youshui,4.04500,O-O,1.652725415,0.03289141545,1.780817041,0.04818326294,-0.1280916257
Youshui,4.05500,O-H,1.266863795,0.01448101032,1.348962464,0.01962990194,-0.08209866953
Youshui,4.05500,O-O,1.6253916,0.03282485765,1.780482869,0.04673999171,-0.1550912688
Youshui,4.06500,O-H,1.250252122,0.0143990706,1.352975381,0.02038302733,-0.1027232591
Youshui,4.06500,O-O,1.70828465,0.03367749121,1.662574643,0.04399120221,0.04571000676
Youshui,4.07500,O-H,1.238794258,0.01430697104,1.298690203,0.01939195246,-0.05989594516
Youshui,4.07500,O-O,1.692046833,0.03448571721,1.819151061,0.04649860635,-0.1271042279
Youshui,4.08500,O-H,1.240289539,0.01399157307,1.368153009,0.02034983951,-0.1278634705
Youshui,4.08500,O-O,1.81550094,0.03383076769,1.80669198,0.04829499182,0.008808959713
Youshui,4.09500,O-H,1.211371228,0.01395441864,1.320407528,0.01925759674,-0.1090363
Youshui,4.09500,O-O,1.77809156,0.03474337111,1.719864398,0.04344453689,0.05822716169
Youshui,4.10500,O-H,1.236031141,0.01442355291,1.338911048,0.01954667707,-0.1028799074
Youshui,4.10500,O-O,1.755877669,0.0341351079,1.706790103,0.04382394058,0.04908756568
Youshui,4.11500,O-H,1.233990159,0.0140925857,1.320872965,0.0191025027,-0.08688280631
Youshui,4.11500,O-O,1.775630424,0.03399852145,1.75586292,0.04435290031,0.01976750475
Youshui,4.12500,O-H,1.211939294,0.01415054706,1.367296694,0.01939830673,-0.1553574003
Youshui,4.12500,O-O,1.813078176,0.03430772221,1.65999197,0.04469705218,0.1530862068
Youshui,4.13500,O-H,1.228512365,0.01387561215,1.29841328,0.01960677394,-0.06990091454
Youshui,4.13500,O-O,1.864145118,0.03448540569,1.685591794,0.04391742099,0.1785533244
Youshui,4.14500,O-H,1.22789863,0.01390911401,1.316890216,0.01902297964,-0.08899158563
Youshui,4.14500,O-O,1.815891928,0.03329485962,1.691312782,0.04209516104,0.1245791461
Youshui,4.15500,O-H,1.196831531,0.01394008808,1.328666922,0.01910113735,-0.1318353909
Youshui,4.15500,O-O,1.735934185,0.03354102851,1.7715887,0.04497300813,-0.03565451425
Youshui,4.16500,O-H,1.188154193,0.01383824273,1.314410222,0.01872286973,-0.1262560287
Youshui,4.16500,O-O,1.834250871,0.03392240885,1.696818829,0.0460498623,0.1374320414
Youshui,4.17500,O-H,1.197238583,0.01381413498,1.292708451,0.01803532989,-0.09546986787
Youshui,4.17500,O-O,1.83171764,0.03344355452,1.69893464,0.04354582006,0.1327830001
Youshui,4.18500,O-H,1.192442528,0.01398537427,1.309128431,0.01957405266,-0.1166859024
Youshui,4.18500,O-O,1.855904723,0.03397945361,1.633106251,0.04324678173,0.2227984725
Youshui,4.19500,O-H,1.176859301,0.01301455899,1.271807113,0.01949739001,-0.09494781198
Youshui,4.19500,O-O,1.822332353,0.03374611041,1.648983014,0.04385556454,0.1733493393
CaF2,0.00500,O-H,0,0,0,0,0
CaF2,0.00500,O-O,0,0,0,0,0
CaF2,0.01500,O-H,0,0,0,0,0
CaF2,0.01500,O-O,0,0,0,0,0
CaF2,0.02500,O-H,0,0,0,0,0
CaF2,0.02500,O-O,0,0,0,0,0
CaF2,0.03500,O-H,0,0,0,0,0
CaF2,0.03500,O-O,0,0,0,0,0
CaF2,0.04500,O-H,0,0,0,0,0
CaF2,0.04500,O-O,0,0,0,0,0
CaF2,0.05500,O-H,0,0,0,0,0
CaF2,0.05500,O-O,0,0,0,0,0
CaF2,0.06500,O-H,0,0,0,0,0
CaF2,0.06500,O-O,0,0,0,0,0
CaF2,0.07500,O-H,0,0,0,0,0
CaF2,0.07500,O-O,0,0,0,0,0
CaF2,0.08500,O-H,0,0,0,0,0
CaF2,0.08500,O-O,0,0,0,0,0
CaF2,0.09500,O-H,0,0,0,0,0
CaF2,0.09500,O-O,0,0,0,0,0
CaF2,0.10500,O-H,0,0,0,0,0
CaF2,0.10500,O-O,0,0,0,0,0
CaF2,0.11500,O-H,0,0,0,0,0
CaF2,0.11500,O-O,0,0,0,0,0
CaF2,0.12500,O-H,0,0,0,0,0
CaF2,0.12500,O-O,0,0,0,0,0
CaF2,0.13500,O-H,0,0,0,0,0
CaF2,0.13500,O-O,0,0,0,0,0
CaF2,0.14500,O-H,0,0,0,0,0
CaF2,0.14500,O-O,0,0,0,0,0
CaF2,0.15500,O-H,0,0,0,0,0
CaF2,0.15500,O-O,0,0,0,0,0
CaF2,0.16500,O-H,0,0,0,0,0
CaF2,0.16500,O-O,0,0,0,0,0
CaF2,0.17500,O-H,0,0,0,0,0
CaF2,0.17500,O-O,0,0,0,0,0
CaF2,0.18500,O-H,0,0,0,0,0
CaF2,0.18500,O-O,0,0,0,0,0
CaF2,0.19500,O-H,0,0,0,0,0
CaF2,0.19500,O-O,0,0,0,0,0
CaF2,0.20500,O-H,0,0,0,0,0
CaF2,0.20500,O-O,0,0,0,0,0
CaF2,0.21500,O-H,0,0,0,0,0
CaF2,0.21500,O-O,0,0,0,0,0
CaF2,0.22500,O-H,0,0,0,0,0
CaF2,0.22500,O-O,0,0,0,0,0
CaF2,0.23500,O-H,0,0,0,0,0
CaF2,0.23500,O-O,0,0,0,0,0
CaF2,0.24500,O-H,0,0,0,0,0
CaF2,0.24500,O-O,0,0,0,0,0
CaF2,0.25500,O-H,0,0,0,0,0
CaF2,0.25500,O-O,0,0,0,0,0
CaF2,0.26500,O-H,0,0,0,0,0
CaF2,0.26500,O-O,0,0,0,0,0
CaF2,0.27500,O-H,0,0,0,0,0
CaF2,0.27500,O-O,0,0,0,0,0
CaF2,0.28500,O-H,0,0,0,0,0
CaF2,0.28500,O-O,0,0,0,0,0
CaF2,0.29500,O-H,0,0,0,0,0
CaF2,0.29500,O-O,0,0,0,0,0
CaF2,0.30500,O-H,0,0,0,0,0
CaF2,0.30500,O-O,0,0,0,0,0
CaF2,0.31500,O-H,0,0,0,0,0
CaF2,0.31500,O-O,0,0,0,0,0
CaF2,0.32500,O-H,0,0,0,0,0
CaF2,0.32500,O-O,0,0,0,0,0
CaF2,0.33500,O-H,0,0,0,0,0
CaF2,0.33500,O-O,0,0,0,0,0
CaF2,0.34500,O-H,0,0,0,0,0
CaF2,0.34500,O-O,0,0,0,0,0
CaF2,0.35500,O-H,0,0,0,0,0
CaF2,0.35500,O-O,0,0,0,0,0
CaF2,0.36500,O-H,0,0,0,0,0
CaF2,0.36500,O-O,0,0,0,0,0
CaF2,0.37500,O-H,0,0,0,0,0
CaF2,0.37500,O-O,0,0,0,0,0
CaF2,0.38500,O-H,0,0,0,0,0
CaF2,0.38500,O-O,0,0,0,0,0
CaF2,0.39500,O-H,0,0,0,0,0
CaF2,0.39500,O-O,0,0,0,0,0
CaF2,0.40500,O-H,0,0,0,0,0
CaF2,0.40500,O-O,0,0,0,0,0
CaF2,0.41500,O-H,0,0,0,0,0
CaF2,0.41500,O-O,0,0,0,0,0
CaF2,0.42500,O-H,0,0,0,0,0
CaF2,0.42500,O-O,0,0,0,0,0
CaF2,0.43500,O-H,0,0,0,0,0
CaF2,0.43500,O-O,0,0,0,0,0
CaF2,0.44500,O-H,0,0,0,0,0
CaF2,0.44500,O-O,0,0,0,0,0
CaF2,0.45500,O-H,0,0,0,0,0
CaF2,0.45500,O-O,0,0,0,0,0
CaF2,0.46500,O-H,0,0,0,0,0
CaF2,0.46500,O-O,0,0,0,0,0
CaF2,0.47500,O-H,0,0,0,0,0
CaF2,0.47500,O-O,0,0,0,0,0
CaF2,0.48500,O-H,0,0,0,0,0
CaF2,0.48500,O-O,0,0,0,0,0
CaF2,0.49500,O-H,0,0,0,0,0
CaF2,0.49500,O-O,0,0,0,0,0
CaF2,0.50500,O-H,0,0,0,0,0
CaF2,0.50500,O-O,0,0,0,0,0
CaF2,0.51500,O-H,0,0,0,0,0
CaF2,0.51500,O-O,0,0,0,0,0
CaF2,0.52500,O-H,0,0,0,0,0
CaF2,0.52500,O-O,0,0,0,0,0
CaF2,0.53500,O-H,0,0,0,0,0
CaF2,0.53500,O-O,0,0,0,0,0
CaF2,0.54500,O-H,0,0,0,0,0
CaF2,0.54500,O-O,0,0,0,0,0
CaF2,0.55500,O-H,0,0,0,0,0
CaF2,0.55500,O-O,0,0,0,0,0
CaF2,0.56500,O-H,0,0,0,0,0
CaF2,0.56500,O-O,0,0,0,0,0
CaF2,0.57500,O-H,0,0,0,0,0
CaF2,0.57500,O-O,0,0,0,0,0
CaF2,0.58500,O-H,0,0,0,0,0
CaF2,0.58500,O-O,0,0,0,0,0
CaF2,0.59500,O-H,0,0,0,0,0
CaF2,0.59500,O-O,0,0,0,0,0
CaF2,0.60500,O-H,0,0,0,0,0
CaF2,0.60500,O-O,0,0,0,0,0
CaF2,0.61500,O-H,0,0,0,0,0
CaF2,0.61500,O-O,0,0,0,0,0
CaF2,0.62500,O-H,0,0,0,0,0
CaF2,0.62500,O-O,0,0,0,0,0
CaF2,0.63500,O-H,0,0,0,0,0
CaF2,0.63500,O-O,0,0,0,0,0
CaF2,0.64500,O-H,0,0,0,0,0
CaF2,0.64500,O-O,0,0,0,0,0
CaF2,0.65500,O-H,0,0,0,0,0
CaF2,0.65500,O-O,0,0,0,0,0
CaF2,0.66500,O-H,0,0,0,0,0
CaF2,0.66500,O-O,0,0,0,0,0
CaF2,0.67500,O-H,0,0,0,0,0
CaF2,0.67500,O-O,0,0,0,0,0
CaF2,0.68500,O-H,0,0,0,0,0
CaF2,0.68500,O-O,0,0,0,0,0
CaF2,0.69500,O-H,0,0,0,0,0
CaF2,0.69500,O-O,0,0,0,0,0
CaF2,0.70500,O-H,0,0,0,0,0
CaF2,0.70500,O-O,0,0,0,0,0
CaF2,0.71500,O-H,0,0,0,0,0
CaF2,0.71500,O-O,0,0,0,0,0
CaF2,0.72500,O-H,0,0,0,0,0
CaF2,0.72500,O-O,0,0,0,0,0
CaF2,0.73500,O-H,0,0,0,0,0
CaF2,0.73500,O-O,0,0,0,0,0
CaF2,0.74500,O-H,0,0,0,0,0
CaF2,0.74500,O-O,0,0,0,0,0
CaF2,0.75500,O-H,0,0,0,0,0
CaF2,0.75500,O-O,0,0,0,0,0
CaF2,0.76500,O-H,0,0,0,0,0
CaF2,0.76500,O-O,0,0,0,0,0
CaF2,0.77500,O-H,0,0,0,0,0
CaF2,0.77500,O-O,0,0,0,0,0
CaF2,0.78500,O-H,0,0,0,0,0
CaF2,0.78500,O-O,0,0,0,0,0
CaF2,0.79500,O-H,0,0,0,0,0
CaF2,0.79500,O-O,0,0,0,0,0
CaF2,0.80500,O-H,0,0,0,0,0
CaF2,0.80500,O-O,0,0,0,0,0
CaF2,0.81500,O-H,0,0,0,0,0
CaF2,0.81500,O-O,0,0,0,0,0
CaF2,0.82500,O-H,0,0,0,0,0
CaF2,0.82500,O-O,0,0,0,0,0
CaF2,0.83500,O-H,0,0,0,0,0
CaF2,0.83500,O-O,0,0,0,0,0
CaF2,0.84500,O-H,0,0,0,0,0
CaF2,0.84500,O-O,0,0,0,0,0
CaF2,0.85500,O-H,0,0,0,0,0
CaF2,0.85500,O-O,0,0,0,0,0
CaF2,0.86500,O-H,0,0,0,0,0
CaF2,0.86500,O-O,0,0,0,0,0
CaF2,0.87500,O-H,0,0,0,0,0
CaF2,0.87500,O-O,0,0,0,0,0
CaF2,0.88500,O-H,0,0,0.0107671274,0.01075376038,-0.0107671274
CaF2,0.88500,O-O,0,0,0,0,0
CaF2,0.89500,O-H,0.008485461489,0.00599412423,0.04211147142,0.02095098016,-0.03362600993
CaF2,0.89500,O-O,0,0,0,0,0
CaF2,0.90500,O-H,0.08713924191,0.01881462107,0.1338544423,0.03652085137,-0.04671520038
CaF2,0.90500,O-O,0,0,0,0,0
CaF2,0.91500,O-H,0.3369206589,0.03633252871,0.5439240511,0.07316686745,-0.2070033922
CaF2,0.91500,O-O,0,0,0,0,0
CaF2,0.92500,O-H,1.57290883,0.07693616231,1.764234658,0.1320468484,-0.1913258283
CaF2,0.92500,O-O,0,0,0,0,0
CaF2,0.93500,O-H,4.431732614,0.1341266746,4.871413893,0.2161697523,-0.4396812788
CaF2,0.93500,O-O,0,0,0,0,0
CaF2,0.94500,O-H,10.41605316,0.1956054298,11.34139174,0.3199368371,-0.9253385831
CaF2,0.94500,O-O,0,0,0,0,0
CaF2,0.95500,O-H,20.30868721,0.2664155262,22.18250308,0.458624293,-1.873815865
CaF2,0.95500,O-O,0,0,0,0,0
CaF2,0.96500,O-H,33.68155958,0.354485397,35.37241728,0.5255434442,-1.690857701
CaF2,0.96500,O-O,0,0,0,0,0
CaF2,0.97500,O-H,48.03089642,0.3926021052,50.21048386,0.621686748,-2.179587438
CaF2,0.97500,O-O,0,0,0,0,0
CaF2,0.98500,O-H,58.94223009,0.4340560192,60.81723852,0.6869961204,-1.875008429
CaF2,0.98500,O-O,0,0,0,0,0
CaF2,0.99500,O-H,62.67573643,0.4312404614,63.90255997,0.6871387411,-1.226823543
CaF2,0.99500,O-O,0,0,0,0,0
CaF2,1.00500,O-H,57.84778783,0.4043253365,57.99493768,0.6568280712,-0.1471498534
CaF2,1.00500,O-O,0,0,0,0,0
CaF2,1.01500,O-H,48.97119077,0.3678898815,48.49204128,0.5778118946,0.4791494876
CaF2,1.01500,O-O,0,0,0,0,0
CaF2,1.02500,O-H,37.56227704,0.3440970223,35.43810954,0.4937069728,2.124167501
CaF2,1.02500,O-O,0,0,0,0,0
CaF2,1.03500,O-H,25.78986717,0.2865585611,23.91633925,0.4299044672,1.873527917
CaF2,1.03500,O-O,0,0,0,0,0
CaF2,1.04500,O-H,16.49438147,0.2328501982,15.13600248,0.3261301276,1.358378994
CaF2,1.04500,O-O,0,0,0,0,0
CaF2,1.05500,O-H,10.09769117,0.1772765229,8.637492719,0.2523393924,1.460198449
CaF2,1.05500,O-O,0,0,0,0,0
CaF2,1.06500,O-H,5.839901104,0.13797565,4.691567474,0.1852836129,1.14833363
CaF2,1.06500,O-O,0,0,0,0,0
CaF2,1.07500,O-H,3.014392947,0.09567440852,2.575998815,0.1473644456,0.4383941319
CaF2,1.07500,O-O,0,0,0,0,0
CaF2,1.08500,O-H,1.556045437,0.06484179898,1.14616844,0.08960926669,0.4098769973
CaF2,1.08500,O-O,0,0,0,0,0
CaF2,1.09500,O-H,0.7482879127,0.04448366234,0.7103643056,0.0651055632,0.0379236071
CaF2,1.09500,O-O,0,0,0,0,0
CaF2,1.10500,O-H,0.3952363539,0.03243963671,0.3660491168,0.04885148566,0.02918723703
CaF2,1.10500,O-O,0,0,0,0,0
CaF2,1.11500,O-H,0.1667528438,0.02208666583,0.1627982041,0.03222634638,0.003954639667
CaF2,1.11500,O-O,0,0,0,0,0
CaF2,1.12500,O-H,0.08592867868,0.01542009831,0.09328485591,0.02449454659,-0.00735617723
CaF2,1.12500,O-O,0,0,0,0,0
CaF2,1.13500,O-H,0.03429611129,0.009449999377,0.05891677832,0.01941839468,-0.02462066704
CaF2,1.13500,O-O,0,0,0,0,0
CaF2,1.14500,O-H,0.02333054239,0.007741772553,0.0385947765,0.01563851948,-0.01526423411
CaF2,1.14500,O-O,0,0,0,0,0
CaF2,1.15500,O-H,0.005095178158,0.003599230388,0,0,0.005095178158
CaF2,1.15500,O-O,0,0,0,0,0
CaF2,1.16500,O-H,0.002504041617,0.002502789283,0,0,0.002504041617
CaF2,1.16500,O-O,0,0,0,0,0
CaF2,1.17500,O-H,0,0,0,0,0
CaF2,1.17500,O-O,0,0,0,0,0
CaF2,1.18500,O-H,0,0,0,0,0
CaF2,1.18500,O-O,0,0,0,0,0
CaF2,1.19500,O-H,0,0,0.005905445541,0.005898114135,-0.005905445541
CaF2,1.19500,O-O,0,0,0,0,0
CaF2,1.20500,O-H,0,0,0,0,0
CaF2,1.20500,O-O,0,0,0,0,0
CaF2,1.21500,O-H,0,0,0,0,0
CaF2,1.21500,O-O,0,0,0,0,0
CaF2,1.22500,O-H,0,0,0,0,0
CaF2,1.22500,O-O,0,0,0,0,0
CaF2,1.23500,O-H,0,0,0,0,0
CaF2,1.23500,O-O,0,0,0,0,0
CaF2,1.24500,O-H,0,0,0,0,0
CaF2,1.24500,O-O,0,0,0,0,0
CaF2,1.25500,O-H,0,0,0,0,0
CaF2,1.25500,O-O,0,0,0,0,0
CaF2,1.26500,O-H,0,0,0,0,0
CaF2,1.26500,O-O,0,0,0,0,0
CaF2,1.27500,O-H,0,0,0,0,0
CaF2,1.27500,O-O,0,0,0,0,0
CaF2,1.28500,O-H,0,0,0,0,0
CaF2,1.28500,O-O,0,0,0,0,0
CaF2,1.29500,O-H,0.004053072391,0.002863087583,0,0,0.004053072391
CaF2,1.29500,O-O,0,0,0,0,0
CaF2,1.30500,O-H,0.003991194634,0.002819377178,0,0,0.003991194634
CaF2,1.30500,O-O,0,0,0,0,0
CaF2,1.31500,O-H,0.005896084731,0.003398996112,0.004876827736,0.004870773323,0.001019256995
CaF2,1.31500,O-O,0,0,0,0,0
CaF2,1.32500,O-H,0.003871615657,0.00273490667,0.004803493372,0.004797530002,-0.0009318777152
CaF2,1.32500,O-O,0,0,0,0,0
CaF2,1.33500,O-H,0.00381383143,0.00269408793,0.01419540235,0.008165157224,-0.01038157092
CaF2,1.33500,O-O,0,0,0,0,0
CaF2,1.34500,O-H,0.009393328161,0.00419030884,0.01398510397,0.008044194161,-0.004591775804
CaF2,1.34500,O-O,0,0,0,0,0
CaF2,1.35500,O-H,0.01665934828,0.005528070592,0.00918629627,0.006479553996,0.007473052012
CaF2,1.35500,O-O,0,0,0,0,0
CaF2,1.36500,O-H,0.02553623406,0.00677690332,0.02715657646,0.01100378571,-0.001620342402
CaF2,1.36500,O-O,0,0,0,0,0
CaF2,1.37500,O-H,0.03774922536,0.008150603047,0.01784200655,0.008876619901,0.0199072188
CaF2,1.37500,O-O,0,0,0,0,0
CaF2,1.38500,O-H,0.03543436236,0.007843730474,0.03956690587,0.01304086571,-0.00413254351
CaF2,1.38500,O-O,0,0,0,0,0
CaF2,1.39500,O-H,0.04016739073,0.008278601632,0.03033463536,0.01136540271,0.009832755367
CaF2,1.39500,O-O,0,0,0,0,0
CaF2,1.40500,O-H,0.06025729367,0.01029749048,0.07262488427,0.01723860514,-0.0123675906
CaF2,1.40500,O-O,0,0,0,0,0
CaF2,1.41500,O-H,0.09844855955,0.01277402198,0.1010851985,0.02087782555,-0.002636638952
CaF2,1.41500,O-O,0,0,0,0,0
CaF2,1.42500,O-H,0.1071135771,0.01316812393,0.1287422802,0.0237176008,-0.02162870309
CaF2,1.42500,O-O,0,0,0,0,0
CaF2,1.43500,O-H,0.1518372493,0.0152638809,0.1679071967,0.02485301859,-0.01606994735
CaF2,1.43500,O-O,0,0,0,0,0
CaF2,1.44500,O-H,0.1774128736,0.01776434307,0.1777077069,0.02654455825,-0.0002948332851
CaF2,1.44500,O-O,0,0,0,0,0
CaF2,1.45500,O-H,0.2520391557,0.02070527827,0.270877062,0.03149878705,-0.01883790633
CaF2,1.45500,O-O,0,0,0,0,0
CaF2,1.46500,O-H,0.3008657319,0.02193595829,0.275050297,0.03376474116,0.02581543494
CaF2,1.46500,O-O,0,0,0,0,0
CaF2,1.47500,O-H,0.3889642643,0.02425034804,0.3643620722,0.03799349487,0.02460219216
CaF2,1.47500,O-O,0,0,0,0,0
CaF2,1.48500,O-H,0.4577179674,0.02628040126,0.4741962886,0.04080333368,-0.01647832114
CaF2,1.48500,O-O,0,0,0,0,0
CaF2,1.49500,O-H,0.5565358441,0.02836802695,0.577295856,0.04726467561,-0.0207600119
CaF2,1.49500,O-O,0,0,0,0,0
CaF2,1.50500,O-H,0.7427226376,0.03307717617,0.6292208727,0.0513381997,0.1135017649
CaF2,1.50500,O-O,0,0,0,0,0
CaF2,1.51500,O-H,0.8499259899,0.03598222325,0.8450686823,0.05794716284,0.004857307606
CaF2,1.51500,O-O,0,0,0,0,0
CaF2,1.52500,O-H,0.9776444385,0.03786675571,0.8992934932,0.05862593489,0.07835094535
CaF2,1.52500,O-O,0,0,0,0,0
CaF2,1.53500,O-H,0.9880259147,0.03671046247,0.9198263394,0.05694092773,0.06819957523
CaF2,1.53500,O-O,0,0,0,0,0
CaF2,1.54500,O-H,1.260029888,0.04140616401,1.158794363,0.06190583034,0.1012355255
CaF2,1.54500,O-O,0,0,0,0,0
CaF2,1.55500,O-H,1.43361966,0.04394549623,1.231128644,0.06295090165,0.2024910168
CaF2,1.55500,O-O,0,0,0,0,0
CaF2,1.56500,O-H,1.649862506,0.04809366135,1.453025725,0.06955788918,0.1968367807
CaF2,1.56500,O-O,0,0,0,0,0
CaF2,1.57500,O-H,1.741321792,0.04756940502,1.669205975,0.07622882305,0.07211581699
CaF2,1.57500,O-O,0,0,0,0,0
CaF2,1.58500,O-H,1.953454407,0.05191793492,1.876475282,0.07548142915,0.07697912503
CaF2,1.58500,O-O,0,0,0,0,0
CaF2,1.59500,O-H,2.281713589,0.05573650314,1.859649414,0.07515758857,0.4220641742
CaF2,1.59500,O-O,0,0,0,0,0
CaF2,1.60500,O-H,2.427517696,0.05702686677,2.07552894,0.08272766875,0.3519887559
CaF2,1.60500,O-O,0,0,0,0,0
CaF2,1.61500,O-H,2.646424706,0.05783450606,2.3700011,0.08516368015,0.2764236065
CaF2,1.61500,O-O,0,0,0,0,0
CaF2,1.62500,O-H,2.80185972,0.06096317061,2.452698315,0.0905781609,0.3491614048
CaF2,1.62500,O-O,0,0,0,0,0
